problem_ID,problem_set_ID,question
1015,93,"What is the length of the segment $A(-2,1)$, $B(3,13)$?

"
1016,93,"\subsubsection*{8-10 Homework: Pretest on similar triangles, dilation, \& symmetry}
 \begin{enumerate}

  \item What series of transformations map $\triangle ABC$ onto $\triangle DEF$, shown below? Fully specify the transformations.
    \begin{center}
      \begin{tikzpicture}[scale=.48]
        \draw [help lines] (-10,-5) grid (10,10);
        \draw [thick, <->] (-10.4,0) -- (10.4,0) node [right] {$x$};
        \draw [thick, <->] (0,-5.4)--(0,10.4) node [above] {$y$};
        \draw [thick]
          (4,-2) node[below left] {$A$}--
          (8,2) node[right] {$B$}--
          (1,1) node[below left] {$C$}--cycle;
        \draw [thick]
          (-4,1) node[right] {$D$}--
          (-8,5) node[left] {$E$}--
          (-1,4) node[below left] {$F$}--cycle;
      \end{tikzpicture}
    \end{center}
\vspace{2cm}

 \item Given $\triangle ABP$ and $\triangle JKP$ as shown below. $\overline{AB} \parallel \overline{JK}$. $AP=10$, $JP=18$, and $JK=27$. Find $AB$.
 \begin{center}
   \begin{tikzpicture}[scale=1.4]
       \draw [thick]
         (0.25,-1)node[right]{$B$}--
         (-0.5,2)node[left]{$K$}--
         (4,0)node[right]{$J$}--
         (0,0)node[above right]{$P$}--
         (-2,0)node[left]{$A$}--cycle;
     \end{tikzpicture}
     \end{center}
 \vspace{2cm}

"
1017,93,"Triangle $ABC$ is dilated with a factor of $\frac{3}{2}$ centered at $A$, yielding $\triangle ADE$, as shown. Given $AB=8$, $BC=12$, and $AC=14$. \\[0.25cm] Find $BD$, $AE$, and $DE$. \vspace{1cm}
 \begin{center}
     \begin{tikzpicture}[scale=0.5]
       \draw [thick]
       (0,0)node[left]{$B$}--
       (8,0)node[above right]{$C$}--
       (2,6)node[left]{$A$}--cycle;
       \draw [thick]
       (0,0)--
       (-1,-3)node[left]{$D$}--
       (11,-3)node[above right]{$E$}--(8,0);
       \node at (4,0)[below]{$12$};
       \node at (5.3, 3)[right]{$14$};
       \node at (0.3, 2.8)[above]{$8$};
     \end{tikzpicture}
   \end{center}


   \item The grid shows $\triangle ABC$ and $\triangle DEF$.
     \begin{center}
       \begin{tikzpicture}[scale=.48]
         \draw [help lines] (-7,-5) grid (10,10);
         \draw [thick, <->] (-7.4,0) -- (10.4,0) node [right] {$x$};
         \draw [thick, <->] (0,-5.4)--(0,10.4) node [above] {$y$};
         \draw [thick]
           (4,-2) node[below left] {$B$}--
           (8,1) node[right] {$C$}--
           (1,1) node[below left] {$A$}--cycle;
         \draw [thick]
           (-2,4) node[right] {$D$}--
           (-5,8) node[left] {$E$}--
           (-6,1) node[below left] {$F$}--cycle;
       \end{tikzpicture}
     \end{center}
     Let $\triangle A'B'C'$ be the image of $\triangle ABC$ after a rotation about point $A$. Determine and state the location of $B'$ if the location of point $C'$ is $(1,8)$. Explain your answer, supported by stating the transformation applied.

 \vspace{2cm}

   \item What is the smallest non-zero angle of rotation about its center that would map pentagon $ABCDE$ onto itself? \vspace{0.25cm}
   \begin{center}
       \begin{tikzpicture}%[scale=.48]
         \draw [thick]
         (0:2) node[right] {$A$}--
         (72:2) node[above right] {$B$}--
         (144:2) node[above left] {$C$} --
         (216:2) node[left] {$D$}--
         (288:2) node[right] {$E$}--cycle;
       \end{tikzpicture}
     \end{center}



    \item The vertices of $\triangle JKL$ have the coordinates $J(-4,-2)$, $K(4,2)$, and $L(-2,4)$, as shown. \\[0.25cm]
    Apply a dilation to $\triangle JKL \rightarrow \triangle J'K'L'$, centered on the origin and with a scale factor $k=1.5$. Draw the image $\triangle J'K'L'$ on the set of axes below, labeling the vertices, and make a table showing the correspondence of both triangles' coordinate pairs.  \vspace{4cm}
    \begin{center}
      \begin{tikzpicture}[scale=.48]
        \draw [help lines] (-8,-8) grid (8,8);
        \draw [thick, <->] (-8.4,0) -- (8.4,0) node [right] {$x$};
        \draw [thick, <->] (0,-8.4)--(0,8.4) node [above] {$y$};

        \draw [thick]
        (-4,-2) node[below right] {$J$}--
        (4,2) node[below right] {$K$}--
        (-2,4) node[above right] {$L$}--
        cycle;
      \end{tikzpicture}
    \end{center}

"
1018,93,"
  \item Triangle $ADE$ and its midline $\overline{BC}$ are drawn, with $B$ the midpoint of $\overline{AD}$ and $C$ the midpoint of $\overline{AE}$. The two medians $\overline{BE}$ and $\overline{CD}$ are drawn, as shown, intersecting in point $F$, the centroid.\\[0.25cm]
  $\triangle FCB \sim \triangle FDE$ with scale factor $k=2$.\\[0.25cm]
  Given $BC=7$, find $DE$. \\[0.25cm] Given $BF=3$, find $FE$. %\vspace{1cm}
  \begin{center}
      \begin{tikzpicture}[scale=0.55]
        \draw [thick]
        (0.5,1.5)node[left]{$B$}--
        (6.5,1.5)node[above right]{$C$}--
        (2,6)node[above]{$A$}--cycle;
        \draw [thick]
        (0.5,1.5)--
        (-1,-3)node[left]{$D$}--
        (11,-3)node[above right]{$E$}--(6.5,1.5);
        \draw [thick] (0.5,1.5)--(11,-3);
        \draw [thick] (6.5,1.5)--(-1,-3);
        \node at (3,2.5)[below]{$7$};
        \node at (3.5, -0.5)[right]{$F$};
        \node at (2.1, -0.2)[above]{$3$};
        %\node at (-0.7, -1)[above]{$5$};
      \end{tikzpicture}
    \end{center} \vspace{1cm}

 \item Determine and state the transformation or sequence of transformations  applied to $\triangle ABC$, mapping it onto $\triangle PQR$, as shown.
   \begin{center}
       \begin{tikzpicture}[scale=.48]
         \draw [help lines] (-7,-5) grid (10,10);
         \draw [thick, <->] (-7.4,0) -- (10.4,0) node [right] {$x$};
         \draw [thick, <->] (0,-5.4)--(0,10.4) node [above] {$y$};

         \draw [thick]
         (4,-2) node[below left] {$A$}--
         (8,2) node[right] {$B$}--
         (1,1) node[above right] {$C$}--cycle;

         \draw [thick]
         (2,4) node[right] {$P$}--
         (-2,8) node[above] {$Q$}--
         (-1,1) node[below left] {$R$}--cycle;
       \end{tikzpicture}
     \end{center}

"
1019,93,"The $\triangle ABC$ is reflected across $l$ to yield $\triangle A'B'C'$. $AB=x+5$, $A'B'=2x-1$, and $BC=3x+2$. Find the length $B'C'$. %\vspace{2cm}
      \begin{center}
      \begin{tikzpicture}[scale=.8]
        \draw [dashed, <->] (-1,-1)--(7,7) node[below right]{$l$};
        \draw [thick]
        (5,-1) node[below right] {$A$}--
        (8,2) node[right] {$B$}--
        (1,0) node[below left] {$C$}--cycle;
        \draw [thick]
        (-1,5) node[left] {$A'$}--
        (2,8) node[below right] {$B'$}--
        (0,1) node[below left] {$C'$}--cycle;
      \end{tikzpicture}
    \end{center} \vspace{2cm}

  \item In the diagram below, the chords $\overline{AE}$ and $\overline{BD}$ intersect at $C$. Given that $\triangle ABC \sim \triangle DEC$, $AB=2$, $DE=4$, and $AC=3$. Determine the length of $\overline{CD}$.
      \begin{center}
      \begin{tikzpicture}[scale=.7]
        \draw (0,0) circle[radius=5];
        \draw [thick]
        (20:5) node[right] {$A$}--
        (160:5) node[left] {$E$}--
        (210:5) node[left] {$D$}--
        (50:5) node[above right] {$B$}--cycle;
        \draw (75:1.8) node[above] {$C$};
      \end{tikzpicture}
    \end{center}

"
1020,93,"

  \item In the diagram below, $\triangle ABC \sim \triangle DEF$, $DE=4$, $AB=x$, $AC=x+2$, and $DF=x+6$. Determine the length of $\overline{AB}$.\\[0.5cm]
    \begin{tikzpicture}[scale=0.9]
      \coordinate [label=above left:$A$](A) at (85:2);
      \coordinate [label=below:$B$](B) at (0, 0);
      \coordinate [label=right:$C$](C) at (-20:3);
        \draw [thick] (A)--(B)--(C)--cycle;
        \node at (95:1)[left]{$x$};
        \node at (35:1.75)[right]{$x+2$};
        \draw [thick, xshift=5cm, yshift=0.5cm] (85:3) node[above]{$D$}--
        (0,0) node[below]{$E$}--
        (-20:4.5) node[right]{$F$}--cycle;
        \draw [thick, xshift=5cm, yshift=0.5cm](90:1.5) node[left]{$4$};
        \draw [thick, xshift=5cm, yshift=0.5cm](30:2.75) node[right]{$x+6$};
    \end{tikzpicture}

\vspace{2cm}

  \item In the diagram below, the chords $\overline{AE}$ and $\overline{BD}$ intersect at $C$. Given that $\triangle ABC \sim \triangle DEC$, $AB=2$, $DE=4$, and $AC=3$. Determine the length of $\overline{CD}$.
      \begin{center}
      \begin{tikzpicture}[scale=.7]
        \draw (0,0) circle[radius=5];
        \draw [thick]
        (60:5) node[right] {$A$}--
        (220:7) node[left] {$E$}--
        (0:5) node[left] {$D$}--
        (200:5) node[above right] {$B$};
        \draw (75:1.8) node[above] {$C$};
      \end{tikzpicture}
    \end{center}


    \item Given $\triangle ABP$ and $\triangle JKP$ as shown below. $\overline{AB} \parallel \overline{JK}$ with $AB=5$, $PA=4$, $PB=2$, and $PK=5$.\\[0.25cm]
    Find $PJ$ and $JK$.\\[0.5cm]
      \begin{tikzpicture}[scale=1.1]
          \draw [thick]
            (0.25,-1)node[right]{$B$}--
            (-0.5,2)node[left]{$K$}--
            (4,0)node[right]{$J$}--
            (0,0)node[above right]{$P$}--
            (-2,0)node[left]{$A$}--cycle;
        \end{tikzpicture}
        \vspace{3cm}


"
1021,94,"Find the area of a circle with radius 7. \vspace{1.5cm}
"
1022,94,"Find the area of a rectangle 7 units long by 3 units wide. \vspace{1.5cm}
"
1023,94,"Find the circumference of a circle with radius 4. \vspace{1.5cm}
"
1024,94,"Find the perimeter of a square which has a side length of 11. \vspace{1.5cm}

"
1025,94,"Circle $O$ has a radius $AO=8$, as shown below, and $m\angle AOB=60^\circ$.
         \begin{center}
         \begin{tikzpicture}[scale=.5]
           \draw (0,0) circle[radius=5];
           \draw [thick]
           (0:5) node[right] {$A$}--(0,0);
           \draw [thick] (0,0)--(72:5) node[above right] {$B$};
           \fill (0,0) circle[radius=0.1] node[below]{$O$};
           \draw (30:1.5) node{$60^\circ$};
           \draw (0:2.5) node[below]{$8$};
           %\draw (75:1.8) node[above] {$C$};
           %\draw (290:5) node[below] {$D$};
         \end{tikzpicture}
       \end{center}
       \begin{enumerate}
         \item Find the arc measure $m \wideparen{AB}$. \vspace{1.5cm}
         \item Find the length of the arc $\wideparen{AB}$. \vspace{1.5cm}
         \item Find the area of the sector $AOB$. %\vspace{2.5cm}
       \end{enumerate}

"
1026,94,"Given circle $P$ with $m \angle APB=80^\circ$.
  \begin{multicols}{2}
   \raggedcolumns
   \begin{enumerate}
     \item Write down the $m \wideparen{AB}$. \vspace{1.7cm}
     \item Find the $m\angle AQB$. \vspace{2cm}
   \end{enumerate}
     \begin{tikzpicture}[scale=.5]
       \draw (0,0) circle[radius=5];
       \draw [thick]
       (-30:5) node[right] {$B$}--
       (0,0) node[below] {$P$}--
       (50:5) node[above right] {$A$};
       \draw [thick] (-30:5)--(100:5) node[above left] {$Q$}--(50:5);
       \draw (35:0.4) node[right]{$80^\circ$};
     \end{tikzpicture}
  \end{multicols} \vspace{1cm}

"
1027,94,"Given circle $O$ with chords $\overline{AD}$ and $\overline{BE}$ intersecting at $C$, as shown in the diagram. Given $m \wideparen{AB}=40^\circ$, $m \wideparen{BD}=115^\circ$, and $m \wideparen{DE}=70^\circ$.
    \begin{multicols}{2}
     \raggedcolumns
     \begin{enumerate}
       \item Find the $m\angle ACB$. \vspace{2.7cm}
       \item Find the measure of the minor arc, $m\wideparen{AE}$. \vspace{2cm}
     \end{enumerate}
     \begin{tikzpicture}[scale=.6]
       \draw (0,0) circle[radius=5];
       \draw [thick]
       (-10:5) node[right] {$E$}--
       (150:5) node[left] {$B$};
       \draw [thick] (200:5) node[left] {$A$}--
       (60:5) node[above right] {$D$};
       \draw (130:1.8) node[above] {$C$};
       \draw (30:5) node[right] {$70^\circ$};
       \draw (100:5) node[above] {$115^\circ$};
       \draw (175:5) node[left] {$40^\circ$};
      \fill (0,0) circle[radius=0.1] node[below]{$O$};
     \end{tikzpicture}
    \end{multicols}

"
1028,94,"Write down the center and radius of each circle.
    \begin{enumerate}
      \begin{multicols}{2}
      \item   $(x+1)^2+(y-3)^2=49$ \vspace{2.cm}
      \item   $(x+4)^2+(y+2)^2=5^2$
      \item   $x^2+y^2=20$ \vspace{2.cm}
      \item   $(x+1)^2+(y-2)^2=121$
      \end{multicols}
    \end{enumerate}

"
1029,94,"The secants $\overline{ABC}$ and $\overline{ADE}$ intersect the circle $O$, as shown in the diagram. \\Given $m \wideparen{BD}=30^\circ$ and $m \wideparen{CE}=140^\circ$. Find the $m\angle A$.
     \begin{center}
     \begin{tikzpicture}[scale=.6]
       \draw (0,0) circle[radius=5];
       \draw [thick]
       (3,-4) node[below right] {$E$}--
       (-5,0) node[below left] {$D$}--
       (-9,2) node[left] {$A$}--
       (55:5) node[above right] {$C$};
       \draw (138:5) node[left] {$B$};
       \draw (0:5) node[right] {$140^\circ$};
       \draw (160:5) node[right] {$30^\circ$};
     \end{tikzpicture}
    \end{center} \vspace{1cm}

"
1030,94,"The secants $\overline{PQR}$ and $\overline{PST}$ intersect the circle $O$, as shown in the diagram. \\Given $m \angle P=35^\circ$ and $m \wideparen{RT}=120^\circ$. Find the $m\wideparen{QS}$.
         \begin{center}
         \begin{tikzpicture}[scale=.6]
           \draw (0,0) circle[radius=5];
           \draw [thick]
           (3,-4) node[below right]{$T$}--
           (-9,-2) node[left]{$P$}--
           (55:5) node[above right]{$R$};
           \draw (220:5) node[below left]{$S$};
           \draw (170:5) node[left] {$Q$};
           \draw (0:5) node[right] {$120^\circ$};
           \draw (-8,-1.8) node[right] {$35^\circ$};
         \end{tikzpicture}
       \end{center} \vspace{1cm}

"
1031,94,"Given $P(7,-1)$ and $Q(4,2)$, find the length of $\overline{PQ}$. Simplify the radical.\vspace{3cm}

"
1032,94,"Given $m\angle R=43$ and $m\angle U=78$. Find $m\angle UST$.\\[1cm]
    \begin{tikzpicture}
      %\draw [->, thick] (0,0)--(5,5);
      \draw [<-, thick] (8,0)--(0,0)--(3,3)--(4.5,0);
      \draw [fill] (0,0) circle [radius=0.05] node[below]{$R$};
      \draw [fill] (4.5,0) circle [radius=0.05] node[below]{$S$};
      \draw [fill] (3,3) circle [radius=0.05] node[right]{$U$};
      \draw [fill] (7,0) circle [radius=0.05] node[below]{$T$};
    \end{tikzpicture}


"
1033,94,"Given circle $O$ with chords $\overline{AD}$ and $\overline{BE}$ intersecting at $C$, as shown in the diagram. Given $m \wideparen{AB}=70^\circ$, $m \wideparen{BD}=80^\circ$, and $m \wideparen{DE}=110^\circ$.
  \begin{multicols}{2}
   \raggedcolumns
   \begin{enumerate}
     \item Find the $m\angle BED$. \vspace{1.3cm}
     \item Find the $m\angle ACB$. \vspace{2cm}
     \item Given $AC=4$ and $BC=3$, find $AB$. \vspace{2cm}
     \item Given $CE=6$, find $CD$. \vspace{2cm}
   \end{enumerate}
   \begin{tikzpicture}[scale=.6]
     \draw (0,0) circle[radius=5];
     \draw [thick]
     (-60:5) node[right] {$E$}--
     (130:5) node[left] {$B$}--
     (200:5) node[left] {$A$}--
     (50:5) node[above right] {$D$}--cycle;
     \draw (160:1.3) node[below] {$C$};
     \draw (120:3.5) node[below] {$3$};
     \draw (190:3) node[below] {$4$};
     \draw (280:2.0) node[below] {$6$};
     \draw (0:5) node[right] {$110^\circ$};
     \draw (100:5) node[above] {$80^\circ$};
     \draw (165:5) node[left] {$70^\circ$};
   \end{tikzpicture}
  \end{multicols}
\vspace{2cm}


"
1034,94,"Given the circle $O$ with circumference $8\pi$.
\begin{enumerate}
  \item Write down the formula for the circumference of a circle and solve for the radius yielding a circumference of $8\pi$. \vspace{1cm}
  \item Find the area of the circle.
\end{enumerate}
\begin{tikzpicture}[scale=.635]
  \draw [help lines] (-5,-5) grid (5,5);
  %\draw [thick, ->] (-2.2,0) -- (10.4,0) node [below right] {$x$};
  %\draw [thick, ->] (0,-2.2)--(0,10.4) node [left] {$y$};
  \draw (0,0) circle [radius=4] node[below]{$O$};
  \draw [fill] (0,0) circle [radius=0.05];
\end{tikzpicture}

"
1035,94,"  \setcounter{page}{1}
\subsubsection*{9.10 Homework: Area and volume calculations}
 \begin{enumerate}

   \item In right triangle $ABC$ shown below, point $D$ is on $\overline{AB}$ and point $E$ is on $\overline{BC}$ such that $\overline{AC} \parallel \overline{DE}$. Given $BD=10$, $BC=12$, and $EC=4$.
     \begin{center}
       \begin{tikzpicture}[scale=0.7]
         \coordinate [label=left:$A$](A) at (-12,6);
         \coordinate [label=below:$B$](B) at (0, 0);
         \coordinate [label=below left:$C$](C) at (-12,0);
         \coordinate [label=above:$D$](D) at (-8, 4);
         \coordinate [label=below:$E$](E) at (-8,0);
         \draw [thick] (A)--(B)--(C)--cycle;
         \draw [thick] (A)--(C);
         \draw [thick] (D)--(E);
       \end{tikzpicture}
     \end{center}
    \begin{enumerate}
      \item Find the length of $\overline{BE}$. \vspace{0.5cm}
      \item Find the scale factor, $k$, dilating $\triangle DBE \rightarrow \triangle ABC$, centered at $B$. \vspace{1.5cm}
      \item Find the area of $\triangle ABC$. \vspace{2.5cm}
      \item Find the area of $\triangle DEB$. \vspace{2.5cm}
      \item Find the ratio of the areas of the two triangles. \vspace{2.5cm}

     \end{enumerate}


"
1036,94,"Find the area of a semi-circle radius of 7. \vspace{2cm}

"
1037,94,"Given circle $O$ with radius $OB=6$.
  \begin{multicols}{2}
   \raggedcolumns
   \begin{enumerate}
     \item Find the circumference of circle $O$. \vspace{1.7cm}
     \item Find its area.  \vspace{2cm}
     \item Given that $m\angle AOB=60^\circ$, find $m \wideparen{AB}$. \vspace{1cm}%yhmath package
     \item Find the area of the sector $AOB$. \vspace{1.5cm}
   \end{enumerate}
     \begin{tikzpicture}[scale=.5]
       \draw (0,0) circle[radius=5];
       \draw [thick]
       (0:5) node[right] {$B$}--
       (0,0) node[below] {$O$}--
       (60:5) node[above right] {$A$};
       \draw (2.5,0) node[below] {$6$};
     \end{tikzpicture}
  \end{multicols}  \vspace{3cm}

"
1038,94,"Given circle $P$ with $m \wideparen{AB}=130^\circ$.
  \begin{multicols}{2}
   \raggedcolumns
   \begin{enumerate}
     \item Write down the $m\angle APB$. \vspace{1.7cm}
     \item Find the $m\angle AQB$. \vspace{2cm}
   \end{enumerate}
     \begin{tikzpicture}[scale=.5]
       \draw (0,0) circle[radius=5];
       \draw [thick]
       (-20:5) node[right] {$B$}--
       (0,0) node[below] {$P$}--
       (110:5) node[above left] {$A$};
       \draw [thick] (-20:5)--(210:5) node[below left] {$Q$}--(110:5);
       \draw (60:5) node[right]{$130^\circ$};
     \end{tikzpicture}
  \end{multicols}
"
1039,94,"Find the volume of a pyramid ($V=\frac{1}{3}Bh$) having a height of 11.3 inches and with a square base having side lengths of 7 inches. Express your result to the \emph{nearest cubic inch}. \vspace{5cm}

"
1040,94,"Find the volume of a hemisphere with a radius of 30 inches, to the \emph{nearest whole cubic inch}. (The formula for the volume of a \emph{sphere} is $V=\frac{4}{3}\pi r^3$)  \vspace{5cm}




"
1041,94,"Given $R(-2,0)$ and $S(3,5)$, find the length of $\overline{RS}$. Simplify the radical.

"
1042,94," \fancyhead[L]{BECA / Dr. Huson / 10th Grade Geometry\\* 8 April 2019}
 \setcounter{page}{1}
\subsubsection*{9.8 Classwork: Analytical Geometry Practice}
\begin{enumerate}



   \item Given the circle $C$ with circumference $10\pi$.
   \begin{enumerate}
     \item Write down the formula for the circumference of a circle and solve for the radius yielding a circumference of $6\pi$. \vspace{1cm}
     \item Find the area of the circle.
   \end{enumerate}
   \begin{tikzpicture}[scale=.635]
     \draw [help lines] (-4,-4) grid (4,4);
     %\draw [thick, ->] (-2.2,0) -- (10.4,0) node [below right] {$x$};
     %\draw [thick, ->] (0,-2.2)--(0,10.4) node [left] {$y$};
     \draw (0,0) circle [radius=3] node[below]{$C$};
     \draw [fill] (0,0) circle [radius=0.05];
   \end{tikzpicture}



"
1043,94,"In the diagram below, $\overline{AC}$ has endpoints with coordinates $A(-6,-3)$ and $C(6, 3)$.
    \begin{center} %4 quadrant regents grid
      \begin{tikzpicture}[scale=.48]
        \draw [help lines] (-9,-5) grid (9,7);
        \draw [thick, <->] (-9.4,0) -- (9.4,0) node [below right] {$x$};
        \draw [thick, <->] (0,-5.4)--(0,7.4) node [left] {$y$};
        \draw [thick] (-6,-3)--(6, 3);
        \draw [fill] (-6,-3) circle [radius=0.1] node[above left] {$A$};
        \draw [fill] (6, 3) circle [radius=0.1] node[below right] {$C$};
      \end{tikzpicture}
    \end{center}
    If $B$ is a point on $\overline{AC}$ and $AB {:} BC = 1{:}3$,  what  are  the coordinates of $B$? \vspace{5cm}

"
1044,94,"Write down the center and radius of each circle.
    \begin{enumerate}
      \begin{multicols}{2}
      \item   $(x-4)^2+(y-3)^2=9$ \vspace{2.5cm}
      \item   $(x+5)^2+(y-2)^2=4^2$
      \item   $x^2+y^2=4$ \vspace{2.5cm}
      \item   $(x+7)^2+(y-2)^2=9^2$
      \end{multicols}
    \end{enumerate}

"
1045,94,"Find the volume of a cone ($V=\frac{1}{3}\pi r^2 h$) having a height of 12 inches and with a radius of 3 inches. Express your result to the \emph{nearest cubic inch}. \vspace{5cm}

"
1046,94,"Find the volume of a cylinder 10 inches tall with a radius of 6 inches, to the \emph{nearest whole cubic inch}. (The formula for the volume of a \emph{cylinder} is $V=\frac{4}{3}\pi r^3$)  \vspace{5cm}


"
1047,94,"In  $\triangle ABC$ shown below, side $\overline{AC}$ is extended to point $D$ with $m\angle DAB=(6x-9)^\circ$, $m\angle C=35^\circ$, and $m\angle B=(4x+4)^\circ$.
   \begin{center}
     \begin{tikzpicture}
       \draw [thick](-1.5,0)node[below]{$D$}--
         (1.8,0)node[below]{$A$}--
         (9,0)node[below]{$C$}--
         (4,3)node[above]{$B$} --(2,0);
         \node at (2.2,0)[above left]{$(6x-9)^\circ$};
         \node at (8.2,0)[above left]{$35^\circ$};
         \node at (4.4,2.4)[below]{$(4x+4)^\circ$};
     \end{tikzpicture}
   \end{center}
   What is $m\angle BAC$?

"
1048,94,"On the set of axes below, graph the quadrilateral $ABCD$ having coordinates $A(-3,-3)$, $B(5,1)$, $C(6,8)$, and $D(-2,4)$.
     \begin{center} %4 quadrant regents grid
     \begin{tikzpicture}[scale=.48]
       \draw [help lines] (-9,-9) grid (9,9);
       \draw [thick, <->] (-9.4,0) -- (9.4,0) node [below right] {$x$};
       \draw [thick, <->] (0,-9.4)--(0,9.4) node [left] {$y$};
       %\draw [thick] (-3,-3) node[below] {$A$}--
       %(5,1) node[right] {$B$}--
       %(6,8) node[left] {$C$}--
       %(-2,4) node[left] {$D$}--cycle;
       %\draw [fill] (5,0) circle [radius=0.1] node[above left] {$P$};
     \end{tikzpicture}
     \end{center}
     Show that the midpoints of the two diagonals, $\overline{AC}$ and $\overline{BD}$, are the same point. \\[5cm]
     Prove $ABCD$ is a parallelogram. Use the following theorem:
     A quadrilateral is a parallelogram if and only if its diagonals bisect each other. \\[0.5cm]
     Be sure to state the conclusion in your proof.

"
1049,94,"  \setcounter{page}{1}
\subsubsection*{9.8 Homework: Review Problem Set}
  \begin{enumerate}

   \item Given circle $O$ with chords $\overline{AD}$ and $\overline{BE}$ intersecting at $C$, as shown in the diagram. Given $m \wideparen{AB}=45^\circ$, $m \wideparen{BD}=108^\circ$, and $m \wideparen{DE}=65^\circ$.
     \begin{multicols}{2}
      \raggedcolumns
      \begin{enumerate}
        \item Find the $m\angle BAD$. \vspace{1.7cm}
        \item Find the $m\angle ACB$. \vspace{2cm}
      \end{enumerate}
      \begin{tikzpicture}[scale=.6]
        \draw (0,0) circle[radius=5];
        \draw [thick]
        (-10:5) node[right] {$E$}--
        (150:5) node[left] {$B$}--
        (200:5) node[left] {$A$}--
        (60:5) node[above right] {$D$}--cycle;
        \draw (140:1.4) node[below] {$C$};
        \draw (30:5) node[right] {$65^\circ$};
        \draw (100:5) node[above] {$108^\circ$};
        \draw (175:5) node[left] {$45^\circ$};
      \end{tikzpicture}
     \end{multicols}

"
1050,94,"On the graph, draw polygon ABCDEF with vertices A(1, 1), B(1, 4), C(3, 4), D(3, 7), E(8, 7), and F(8, 1). Find the perimeter and the area of the polygon.\\[1cm]
   \begin{tikzpicture}[scale=.635]
     \draw [help lines] (-2,-2) grid (10,10);
     \draw [thick, ->] (-2.2,0) -- (10.4,0) node [below right] {$x$};
     \draw [thick, ->] (0,-2.2)--(0,10.4) node [left] {$y$};
   \end{tikzpicture}
   \vspace{2cm}

"
1051,94,"Graph and label the two equations. Mark their intersection as an ordered pair.

    \begin{multicols}{2}
      $y = -4x-6$ \\
      $x-3y = -21$
    \end{multicols}  \vspace{1cm}
    Are the lines parallel, perpendicular, or neither? Justify your answer.
    \vspace{1.5cm}

    \begin{center} %4 quadrant regents grid w T-Chart
    \begin{tikzpicture}[scale=.635]
      \draw [help lines] (-10,-8) grid (10,10);
      \draw [thick, ->] (-10.2,0) -- (10.4,0) node [below right] {$x$};
      \draw [thick, ->] (0,-8.2)--(0,10.4) node [left] {$y$};
    \end{tikzpicture}
    \end{center}

"
1052,94,"The line $l$ has the equation $y= 3x+2$.
  \begin{enumerate}
    \item What is the slope of the line $k$, given $k \parallel l$?
    \vspace{1cm}
    \item What is the slope of the line $m$, given $m \perp l$?
    \vspace{1cm}
  \end{enumerate}

"
1053,94,"The secants $\overline{ABC}$ and $\overline{ADE}$ intersect the circle $O$, as shown in the diagram. \\Given $m \wideparen{BD}=28^\circ$ and $m \wideparen{CE}=136^\circ$.
     \begin{enumerate}
         \begin{multicols}{2}
           \item Find the $m\angle CDE$.
           \item Find the $m\angle BCD$.
         \end{multicols}  \vspace{1.5cm}
       \item Find the $m\angle A$. \vspace{0.5cm}
     \end{enumerate}
       \begin{center}
       \begin{tikzpicture}[scale=.7]
         \draw (0,0) circle[radius=5];
         \draw [thick]
         (3,-4) node[below right] {$E$}--
         (-5,0) node[below left] {$D$}--
         (-9,2) node[left] {$A$}--
         (55:5) node[above right] {$C$}--
         (-5,0);
         \draw (138:5) node[left] {$B$};
         \draw (0:5) node[right] {$136^\circ$};
         \draw (160:5) node[left] {$28^\circ$};
       \end{tikzpicture}
      \end{center}

"
1054,94,"Express the result to the nearest thousandth.  \vspace{1cm}
     \begin{multicols}{2}
       \begin{enumerate}
         \item $\sin 35^\circ = $ \vspace{1cm}
         \item $\tan 70^\circ =$
         \item $\sin 78^\circ = $ \vspace{1cm}
         \item $\cos 12^\circ =$
       \end{enumerate}
     \end{multicols} \vspace{0.5cm}

"
1055,94,"Given $P(7,0)$ and $Q(3,2)$, find the length of $\overline{PQ}$. Simplify the radical.


"
1056,94,"Given $m\angle R=45$ and $m\angle UST=110$. Find $m\angle U$.\\[1cm]
     \begin{tikzpicture}
       %\draw [->, thick] (0,0)--(5,5);
       \draw [<-, thick] (8,0)--(0,0)--(3,3)--(4.5,0);
       \draw [fill] (0,0) circle [radius=0.05] node[below]{$R$};
       \draw [fill] (4.5,0) circle [radius=0.05] node[below]{$S$};
       \draw [fill] (3,3) circle [radius=0.05] node[right]{$U$};
       \draw [fill] (7,0) circle [radius=0.05] node[below]{$T$};
     \end{tikzpicture}
     %\vspace{2cm}

"
1057,94,"On the graph below, draw $\overline{AB}$, with $A(5,3)$ and $B(-1,-3)$, labeling the end points. Determine and state the coordinates of the midpoint $M$ of $\overline{AB}$ and mark and label it on the graph.\\
     \begin{tikzpicture}[scale=.635]
       \draw [help lines] (-3,-2) grid (8,7);
       \draw [thick, ->] (-3.2,0) -- (8.4,0) node [below right] {$x$};
       \draw [thick, ->] (0,-2.2)--(0,7.4) node [left] {$y$};
     \end{tikzpicture}
     \vspace{0.5cm}

"
